id,book_level,vocab,english_meaning,vietnamese_meaning,word_type,component
971,HSK 2,购物袋,shopping bag,Túi mua sắm,noun,"购物袋 (shopping bag) = 购物 (shopping) + 袋 (bag)  
购物 (shopping) = 购 (buy) + 物 (thing)  
购 (buy) = 贝 (money) + 勾 (hook)  
物 (thing) = 牛 (cow) + 勿 (do not)  
袋 (bag) = 代 (replace) + 衣 (clothes)"
972,HSK 2,购物车,shopping cart,Giỏ hàng,noun,"购物车 (shopping cart) = 购物 (shopping) + 车 (cart)  
购物 (shopping) = 购 (buy) + 物 (thing)  
购 (buy) = 贝 (money) + 勾 (hook)  
物 (thing) = 牛 (cow) + 勿 (do not)  
车 (cart) = 车 (vehicle radical itself)"
973,HSK 2,起来,get up,Thức dậy,Verb,"起 = 走 (run) + 己 (oneself)
来 = 木 (tree) + 一 (one) + 丷 (eight/divide)"
974,HSK 2,越南,Vietnamese,Người Việt / Tiếng Việt,proper noun,"越南 (Vietnam) = 越 (to surpass) + 南 (south)
越 (to surpass) = 走 (to walk) + 戉 (axe)
南 (south) = 十 (ten) + 冂 (border) + 丨(stroke)"
975,HSK 2,足球,soccer; football,Bóng đá,Noun,"足 = 足 (foot)
球 = 王 (jade) + 𠂇 (left hand) + 丶 (dot), 氺 (water)"
976,HSK 2,跑步,running,Chạy bộ,Noun,"跑 = ⻊ (foot) + 勹 (wrap) + 巳 (oneself)
步 = 止 (stop) + 小 (small) + 丿 (bend)"
977,HSK 2,踢平,Kick flat,Sút phẳng,Noun,"踢 = ⻊ (foot) + 日 (sun/day) + 勹 (wrap)
平 = 干 (dry) + 丷 (eight/divide)"
978,HSK 2,身体,Body/Health,Sức khỏe,Noun,"身 = oneself
 体 = 人 (person) + 本 (origin)"
979,HSK 2,软件,software,Phần mềm,Noun,"软 = 车 (car) + 欠 (yawn)
件 = 亻 (human) + 牛 (cow)"
980,HSK 2,过,have done,Đã làm,Particle,过 = 辶 (walk) + 寸 (thumb)
981,HSK 2,过奖,flatter,Nịnh,Verb,"过 = 辶 (walk) + 寸 (thumb)
奖 = 丬 (split wood) + 夕 (evening/unset) + 大 (big)"
982,HSK 2,还是,or,Hoặc,conjunction,"或 (or) = 戈 (halberd) + 口 (mouth)
戈 (halberd) = 戈 (basic radical itself)"
983,HSK 2,还有,Also have,Cũng có,Phrase,还 = still; 有 = have
984,HSK 2,这些,These,Những cái này,Pronoun,"这 = 辶 (walk) + 文 (writing)
 些 = 此 (this) + 二 (two – plurality)"
985,HSK 2,远处,distance,Khoảng cách,Adjective,"远 = 辶 (walk) + 二 (two) + 儿 (legs)
处 = 夂 (go) + 卜 (divination)"
986,HSK 2,退休,retire,Nghỉ hưu,verb,"退休 (retire) = 退 (retreat; withdraw) + 休 (rest)  
退 (retreat) = 辶 (walk) + 艮 (stubborn)  
休 (rest) = 亻 (person) + 木 (tree)"
987,HSK 2,适合,suitable to do sth,Phù hợp để làm gì,Verb,"适 = 辶 (walk) + 舌 (tongue)
合 = 人 (human) + 一 (one) + 口 (mouth)"
988,HSK 2,选择,select,Chọn,Verb,"选 = 辶 (walk) + ⺧ (cow) + 儿 (legs)
择 = 扌 (hand) + 又 (right hand) + 二 (two)  + 丨 (line)"
989,HSK 2,速成课,crash,Va chạm,noun,速成课 (crash course) = 速 (fast) + 成 (complete) + 课 (lesson)
990,HSK 2,逻辑,logicality,Tính logic,Noun,"逻 = 辶 (walk) + 罒 (net) + 夕 (evening/unset)
辑 = 车 (car) + 口 (mouth) + 耳 (ear)"
991,HSK 2,遇到,Encounter,Gặp gỡ,Verb,"遇 = 辶 (walk) + 冂 (upside down box) + 二 (two) + 丨 (line) + 禸 (track)
到 = 至 (arrive) + 刂 (knife)
"
992,HSK 2,道,measure word for questions,Câu (câu hỏi),Measure word,道 = 辶 (walk) + 首 (head)
993,HSK 2,那么,in that way,Theo cách đó,Pronoun,"那 = ㇆ (N/A) + 二 (two) + 丨 (line) + 阝 (town)
么 = 丿 (bend)  + 厶 (private)"
994,HSK 2,邮件,email,Email,noun,"邮件 (email) = 邮 (post; mail) + 件 (item; document)  
邮 (post) = 阝(city radical) + 由 (from; cause)  
件 (item) = 亻(person) + 牛 (cow)"
995,HSK 2,重要,concern,Quan tâm,adjective,"重要 (important) = 重 (heavy) + 要 (want; essential)  
重 (heavy) = 千 (thousand) + 里 (mile)  
要 (want) = 西 (west) + 女 (woman)"
996,HSK 2,钟头,hour,Giờ,Noun,"钟 = 钅 (metal/gold) + 口 (mouth) + 丨 (line)
头 = 大 (big) + ⺀ (dot)"
997,HSK 2,钱包,wallet,Ví tiền,noun,"钱包 (wallet) = 钱 (money) + 包 (bag)  
钱 (money) = 钅(metal) + 戋 (small)  
包 (bag) = 勹 (wrap) + 巳 (snake shape)"
998,HSK 2,锻炼,To exercise,Tập thể dục,Verb,锻 = metal + near; 炼 = fire + east
999,HSK 2,长城,Great Wall,Vạn Lý Trường Thành,proper noun,"长城 (Great Wall) = 长 (long) + 城 (city wall)
长 = long (original pictograph)
城 = 土(earth) + 成(become)"
1000,HSK 2,门,used for subjects of study or field of technical training,Chuyên ngành (lượng từ),Measure word,门 = 门 (gate)
1001,HSK 2,闪电,lightning,Tia chớp,noun,"闪电 (lightning) = 闪 (flash) + 电 (electricity)  
闪 (flash) = 门 (door) + 人 (person radical)  
电 (electricity) = 雨 (rain) + 乚 (stroke)"
1002,HSK 2,间,The smallest unit of a house.,Căn hộ,Measure word,间 = 门 (gate) + 日 (sun/day)
1003,HSK 2,闷热,humid,Ẩm ướt,adjective,"闷热 (humid) = 闷 (stuffy) + 热 (hot)  
闷 (stuffy) = 门 (door) + 心 (heart)  
热 (hot) = 执 (hold) + 灬 (fire radical)  
执 (hold) = 丸 (small ball) + 幸 (fortunate)"
1004,HSK 2,阳光,sunlight,Ánh nắng,Noun,"阳 = 阝 (town) + 日 (sun/day)
光 = ⺌ (small) + 一 (one) + 儿 (legs)"
1005,HSK 2,阿姨,auntie,Cô / Dì,Noun,"阿 = 阝 (town) + 一 (one) + 亅 (hook) + 口 (mouth)
姨 = 女 (woman) + 大 (big) + 弓 (bow)"
1006,HSK 2,难过,sad,Buồn,Adjective,"难 =  又 (right hand) + 隹 (small bird)
过 = 辶 (walk) + 寸 (thumb)"
1007,HSK 2,雄伟,magnificent,Hùng vĩ,Adjective,"雄 = 𠂇 (left hand) + 厶 (private) + 隹 (small bird)
伟 = 亻 (human) + 韦 (tanned leather)"
1008,HSK 2,集合,come together,Tụ họp,Verb,"集 = 隹 (small bird) + 木 (tree)
合 = 人 (human) + 一 (one) + 口 (mouth)
"
1009,HSK 2,雪碧,Sprite,7Up / Sprite,noun,"雪碧 (Sprite) = 雪 (snow) + 碧 (greenish; bright jade)  
雪 (snow) = 雨 (rain) + 彐 (snout)  
碧 (green jade) = 石 (stone) + 白 (white)"
1010,HSK 2,零食,Snacks,Đồ ăn vặt,Noun,"零 = 雨 (rain) + 令 (order)
 食 = eat (roof + good)"
1011,HSK 2,露西,Lucy,Lucy,Proper Noun,"露 = 雨 (rain) + ⻊(foot) + 夂 (go) + 口 (mouth)
西 (west)"
1012,HSK 2,非常,very,Rất,Adverb,"非 = 非 (wrong)
常 = ⺌ (small) + 冖 (cover) + 口 (mouth) + 巾 (turban/scarf)"
1013,HSK 2,面试,interview,Phỏng vấn,Verb,"面 = 面 (face)
试 = 讠 (speech) + 弋 (arrow) + 工 (work)"
1014,HSK 2,预订,book,Sách,Verb,"预 = 龴 (N/A) + ㇖ (N/A) + 亅 (hook) + 页 (leaf)
订 = 讠 (speech) + 一 (one) + 亅 (hook)"
1015,HSK 2,风景,scenery,Phong cảnh,Noun,"风 = 风 (wind)
景 = 日 (sun/day) + 亠 (lid) + 口 (mouth) + 小 (small)"
1016,HSK 2,食堂,Canteen,Căn tin,Noun,"食 = eat
 堂 = 尚 (still) + 土 (earth)"
1017,HSK 2,香烟,cigarette,Thuốc lá,noun / verb,"香烟 (cigarette) = 香 (fragrant) + 烟 (smoke)  
香 (fragrant) = 禾 (grain) + 日 (sun)  
烟 (smoke) = 火 (fire) + 因 (cause)"
1018,HSK 2,黑暗,dark,Tối,adjective,"黑暗 (dark) = 黑 (black) + 暗 (dim)  
黑 (black) = 里 (inside) + 灬 (fire)  
暗 (dim) = 日 (sun) + 音 (sound)"
1019,HSK 2,黑洞,black hole,Hố đen,noun,"黑洞 (black hole) = 黑 (black) + 洞 (hole)  
黑 (black) = 里 (inside) + 灬 (fire)  
洞 (hole) = 氵 (water) + 同 (same)"
214,HSK 3,中药,herbal medicine,Thuốc đông y,Noun,"中 = 口 (mouth) +丨 (line)
药 = 艹 (grass) + 纟 (silk) + 勹 (wrap) + 丶 (dot)"
256,HSK 3,关系,Relationship,Mối quan hệ,Noun,"关系 (relationship)=关 (close/connect)+系 (system/tie)
关 (close/connect)=门 (gate)+天 (sky)
系 (system/tie)=糸 (silk)+丿 (slash)+乂 (cut/cross)"
257,HSK 3,典礼,ceremony,Lễ,noun,"典礼 (ceremony) = 典 (canon; ceremony) + 礼 (rite)  
典 (canon) = 曲 (bent) + 册 (book)  
礼 (rite) = 礻 (spirit) + 豆 (vessel)"
260,HSK 3,准,accurate,Chính xác,Adjective,准 = 冫 (ice) + 隹 (small bird)
261,HSK 3,减价,discount formal,Chiết khấu,verb/noun,"减价 (discount) = 减 (reduce) + 价 (price)  
减 (reduce) = 冫(ice) + 咸 (salty; decrease)  
价 (price) = 亻(person) + 介 (introduce)"
299,HSK 3,哎呀,expressing suprise or amazement,Ôi trời / Ối chao (tiếng thốt ngạc nhiên),,"哎 = 口 (mouth) + 艹 (grass) + 乂 (N/A)
呀 = 口 (mouth) + 牙 (fang)"
318,HSK 3,外国,foreign,Nước ngoài,noun,"外国 (foreign) = 外 (outside) + 国 (country)
外 = 夕(evening) + 卜(divination)
国 = 囗(enclosure) + 玉(jade)"
322,HSK 3,大师,master,Thạc sĩ,noun,大师 (master) = 大 (great) + 师 (teacher/master)
323,HSK 3,大纲,outline,Dàn ý,noun,"大纲 (outline) = 大 (big) + 纲 (main thread)
纲 = 纟(silk/thread) + 冓 (structure)"
329,HSK 3,好奇,curious,Tò mò,adjective,"好奇 (curious) = 好 (good; fond of) + 奇 (strange)  
好 (good) = 女 (woman) + 子 (child)  
奇 (strange) = 大 (big) + 可 (can)"
331,HSK 3,学期,semester,Học kỳ,noun,学期 (semester) = 学 (study) + 期 (period)
332,HSK 3,学术,academic,Học thuật,adjective,"学术 (academic) = 学 (study) + 术 (technique/art)
学 = 宀 (roof) + 子 (child)
术 = 木 (tree) + 丿 (slash)"
335,HSK 3,学院,academy; institute,Học viện,Noun,"学 = ⺍ (small) + 冖 (cover) + 子 (child)
院 = 阝 (town) + 宀 (roof) + 二 (two) + 儿 (legs)"
353,HSK 3,展,Show,Trình diễn,Noun,展 = 尸 (meaning) + 㞢 (sound)
382,HSK 3,怪,blame,Trách,Verb,怪 = 忄 (heart) + 又 (right hand) + 土 (earth)
397,HSK 3,抖音,Douyin (Chinese TikTok),TikTok Trung Quốc,noun,"抖音 (Douyin) = 抖 (to shake) + 音 (sound)  
抖 (shake) = 扌 (hand) + 寺 (temple)  
音 (sound) = 立 (stand) + 日 (sun)"
398,HSK 3,折扣 ,discount (with percentage),Giảm giá (%),noun,"折扣 (discount) = 折 (fold; discount) + 扣 (deduct)  
折 (fold) = 扌 (hand) + 斤 (axe)  
扣 (deduct) = 扌 (hand) + 口 (mouth)"
404,HSK 3,操场,playground,Sân chơi,noun,"操场 (playground) = 操 (operate) + 场 (field)  
操 (operate) = 扌 (hand) + 喿 (noisy; many trees)  
喿 (noisy) = 品 (many mouths) + 木 (tree)  
场 (field) = 土 (earth) + 昜 (sunlight; open)"
568,HSK 3,超人,superman,Siêu nhân,noun,"超人 (superman) = 超 (super / surpass) + 人 (man)
超 (surpass) = 走(walk) + 召(call)
召 (call) = 刀(knife) + 口(mouth)"
1020,HSK 3,一下儿,A bit / Once,Một chút / Một lần,Phrase,"一 = one 
 下 = 一 (one) + 卜 (divination) → down
 儿 = child radical; also used as a suffix"
1021,HSK 3,一会儿, a little while,Một lát / Một lúc ngắn,Noun,"一 = 一 (one)
会 = 人 (person) + 云 (cloud/speak)
儿 = 儿 (legs)"
1022,HSK 3,一样,to the same extent,Ở mức độ như nhau,Particle,"一 = 一 (one)
样 = 木 (tree) + 羊 (sheep)"
1023,HSK 3,下个月,next month,Tháng sau,noun phrase,"下个月 (next month) = 下个 (next) + 月 (month)  
下个 (next) = 下 (down) + 个 (measure word)  
下 (down) = 一 (one) + 卜 (divine)  
个 (measure word) = 人 (person) + 丶 (dot)"
1024,HSK 3,下雨,rain ,Mưa / Trời mưa,verb phrase,雨 (rain) = 一 (one) + 冂 (open) + 八 (eight) + 丶 (drop)
1025,HSK 3,不一定,not necessary,Không cần thiết,Adverb,"不 = 一 (one) + 丿 (bend) + 卜 (divination)
一 = 一 (one)
定 = 宀 (roof) + 一 (one) + 龰 (N/A)"
1026,HSK 3,世界上,world / in the world,Thế giới / Trên thế giới,noun phrase,"世界 (world) = 世 (world/generation) + 界 (boundary)
世 = 廿(twenty) + 一(one) + 廾(two hands)
界 = 田(field) + 介(between)"
1027,HSK 3,东,East,Đông,Noun/Adj,一 + 丨 + 木 =đông
1028,HSK 3,个,(Measure word for persons/things),"Cái, người",Measure,人 = người + 丨 = thân
1029,HSK 3,丽江,Lijiang,Lệ Giang,Proper noun,"丽 = 一 (one) + 冂 (upside down box)  + 丶(dot)
江 = 氵 (water) + 工 (work)"
1030,HSK 3,举行,Hold / Stage,Tổ chức,Verb,Tay=tay + xung=xung
1031,HSK 3,么,(Particle),Gì,Particle,Yêu=yêu + huyết=huyết
1032,HSK 3,乐,Happy / Enjoy / Music,"Vui, thích, âm nhạc",Adj/Noun,Vui=vui + mộc=mộc
1033,HSK 3,了,(Particle: perfective / change),"Rồi, đã",Particle,Xong=xong
1034,HSK 3,了吗,Have you?,Bạn đã… chưa?,Question particle,"了 = ㇇ (N/A) + 亅 (hook)
吗 = 口 (mouth) + 马 (horse)"
1035,HSK 3,了解,Understand / Know,"Hiểu, biết rõ",Verb/Noun,Hiểu=hiểu + phân chia=phân chia
1036,HSK 3,五十五,Fifty-five,Năm mươi lăm,Phrase,"五 = 一 (one) + 力 (power/force) + 一 (one)
十 = 十 (ten)"
1037,HSK 3,京,Capital / Beijing,"Kinh, Bắc Kinh",Noun,Đỉnh=đỉnh + nhật=ngày
1038,HSK 3,人民币,RMB (Chinese Yuan),Nhân dân tệ,Noun,"人 = person
 民 = roof + spoon
 币 = cloth/simplified 貝 (money)"
1039,HSK 3,代码箱,code box,Két sắt,noun,"代码箱 (code box) = 代码 (code) + 箱 (box)  
代码 (code) = 代 (substitute) + 码 (code; number)  
代 (substitute) = 亻 (person) + 弋 (ceremonial stick)  
码 (code) = 石 (stone) + 马 (horse)  
箱 (box) = ⺮(bamboo) + 相 (mutual)"
1040,HSK 3,们,(Plural suffix for pronouns),"Chúng, các",Suffix,Môn=môn + nhân=người
1041,HSK 3,件,(Measure word for matters/clothes),"Việc, bộ, chiếc",Measure,Người=người + ngưu=bò
1042,HSK 3,价格,Price / Cost,"Giá, giá cả",Noun,Người=người + các=mỗi
1043,HSK 3,但是,but,Nhưng,Conjunction,"但 = 亻 (human) + 日 (sun/day) + 一 (one)
是 = 日 (sun/day) + 一 (one) = 龰 (N/A)"
1044,HSK 3,低,Low / Lower / Humble,"Thấp, hạ thấp",Adj/Verb,亻 = người + 氐 = thấp
1045,HSK 3,体育馆,gym,Phòng gym,Noun,"体 = 亻 (human) + 木 (tree) + 一 (one)
育 = 亠 (lid) + 厶 (private) + 月 (moon)
馆 = 饣 (eat/food) + 宀 (roof) + 㠯 (N/A)"
1046,HSK 3,例如,For Example,Ví dụ,Phrase,Ví dụ=ví dụ + như=như
1047,HSK 3,俄罗斯人,Russian,Người Nga / Tiếng Nga,noun,"俄罗斯人 (Russian) = 俄 (Russia) + 罗斯 (Ross) + 人 (person)
俄 (Russia) = 亻 (person) + 我 (I/me)
我 (I) = 戈 (spear) + 手 (hand)
罗斯 (Ross) = 艹 (grass) + 囗 (enclosure) + 小 (small) + 木 (tree)
人 (person) = 亻 (person radical)"
1048,HSK 3,俱乐部,club,Câu lạc bộ,Noun,"俱 = 亻 (human) + 目 (eye) + 一 (one) + 八 (eight/divide)
乐 = ㇒ (N/A) + ㇗ (N/A) + 小 (small)
部 = 立 (stand erect) + 口 (mouth) + 阝 (town)"
1049,HSK 3,候,Time / Season / Period,"Khi, thời gian",Noun,Người=người + hầu=đợi
1050,HSK 3,假期,Vacation / Holiday,Kỳ nghỉ,Noun,Nghỉ=nghỉ + kỳ=thời kỳ
1051,HSK 3,做的菜,made food,Đồ ăn nấu sẵn,noun phrase,"做的菜 (made food) = 做 (make) + 的 (structural particle “of”) + 菜 (food/dish)
的 = 白 (white/clear) + 勺 (spoon)"
1052,HSK 3,做饭,cook,Nấu ăn,verb phrase,"做饭 (cook) = 做 (do; make) + 饭 (meal; rice)  
做 (do) = 亻 (person) + 故 (reason; cause)  
饭 (meal) = 饣 (food radical) + 反 (reverse)"
1053,HSK 3,健康,Health / Healthy,"Sức khỏe, khỏe mạnh",Noun/Adj,Người=người + khang=khỏe
1054,HSK 3,儿,Son / Child / (diminutive suffix),"Con, trẻ em",Noun/Suffix,儿 = con
1055,HSK 3,光,Light / Brightness / Solely,"Ánh sáng, chỉ",Noun/Adv,小 = nhỏ + 兀 = cao
1056,HSK 3,公共,Public / Common,Công cộng,Adj,八 = tất cả + 口 = miệng
1057,HSK 3,公路,Highway / Road,Đường bộ,Noun,公 = công cộng + 路 =đường
1058,HSK 3,关,Close / Shut / Turn off,"Đóng, tắt",Verb/Noun,丷 + 天 =đóng
1059,HSK 3,关于,About / Concerning,"Về, liên quan đến",Prep,关 = liên quan + 于 = tại
1060,HSK 3,关心,Care About / Concern,"Quan tâm, lo lắng",Verb/Noun,关 = quan tâm + 心 = tim
1061,HSK 3,关灯,turn off the light,Tắt đèn,verb phrase,"关灯 (turn off the light) = 关 (close; shut) + 灯 (light; lamp)  
关 (close) = 丷 (divide) + 天 (sky)  
灯 (lamp) = 火 (fire) + 丁 (nail)"
1062,HSK 3,关键,Key / Crucial / Pivot,"Chìa khóa, then chốt",Noun/Adj,关 = mấu then + 键 = then cửa
1063,HSK 3,关门,close the door,Đóng cửa,verb phrase,"关门 (close the door) = 关 (close; shut) + 门 (door)  
关 (close) = 丷 (divide) + 天 (sky)  
门 (door) = single pictograph (represents a door)"
1064,HSK 3,兴趣爱好,hobby,Sở thích,noun,兴趣爱好 (hobby) = 兴趣 (interest) + 爱好 (hobby/like) = 兴 (interest) + 趣 (fun) + 爱 (love) + 好 (like)
1065,HSK 3,其实,Actually / In Fact,"Thực ra, trên thực tế",Adv,Thực=thực + thật=thật
1066,HSK 3,写信,write a letter,Viết thư,verb phrase,"写信 (write a letter) = 写 (write) + 信 (letter; trust)  
写 (write) = 冖 (cover) + 与 (give)  
信 (letter) = 亻 (person) + 言 (speech)"
1067,HSK 3,冬,Winter,Mùa đông,Noun,夂 = mùa + 冫 = lạnh
1068,HSK 3,冷,Cold / Cool,"Lạnh, lạnh lẽo",Adj/Verb,Băng=băng + lệnh=lệnh
1069,HSK 3,凉,Cool / Cold,Mát lạnh,Adj/Noun,Băng=băng + kinh=kinh đô
1070,HSK 3,出,Go out / Come out / Produce,"Ra, đi ra, xuất",Verb,凵 + khuôn + 丨 = ra
1071,HSK 3,出国,go abroad,Đi nước ngoài,Separable verbs,"出 = 出 (N/A)
国 = 囗 (enclosure) + 玉 (jade)Graphical :"
1072,HSK 3,出生,Be born,Sinh ra,Verb/Noun,出 = ra + 生 = sinh
1073,HSK 3,刚,Just / Only / Firm,"Vừa mới, cứng rắn",Adv/Adj,刂 = dao + 冈 = núi
1074,HSK 3,别,Other / Don't,"Khác, đừng",Adj/Adv,刂 = dao + 另 = khác
1075,HSK 3,别提了,don't mention it,Đừng khách sáo,Verb,"别 = 口 (mouth) + 力 (power/force) + 刂 (knife)
提 = 扌 (hand) + 日 (sun/day) + 一 (one) + 龰 (N/A)
了 = ㇇ (N/A) + 亅 (hook)"
1076,HSK 3,刮,Scrape / Shave / Blow,"Cạo, thổi",Verb/Measure,刂 = dao + 舌 = lưỡi
1077,HSK 3,力量,Power / Strength,Sức mạnh,Noun,Sức mạnh=sức mạnh + lượng=lượng
1078,HSK 3,办法,Method / Way,"Biện pháp, cách làm",Noun,办 = handle + 法 = method
1079,HSK 3,加,Add / Plus / Increase,"Mua, thêm, tăng",Verb,Công=công việc + khẩu=miệng
1080,HSK 3,加油,make an extra effort,Nỗ lực thêm,Separable verbs,"加 = 力 (power/force) + 口 (mouth)
油 = 氵 (water) + 二 (two) + 丨 (line) + 凵 (container)"
1081,HSK 3,动,Move / Act / Use,"Di chuyển, động, vận dụng",Verb/Noun,云 = mây + 力 = sức mạnh
1082,HSK 3,动物,Animal,Động vật,Noun,动 =động + 物 = vật
1083,HSK 3,劳,Labor / Toil,"Lao động, vất vả",Noun/Verb,Thảo=cỏ + sức mạnh=sức mạnh
1084,HSK 3,化妆品,Cosmetics,Mỹ phẩm,Noun,"化 = 人 (person) + 匕 (change)
 妆 = 女 + 庄
 品 = three mouths – items/things"
1085,HSK 3,北,North,Bắc,Noun/Adj,匕 = spoon + 丬 = radical
1086,HSK 3,北京,Beijing,Bắc Kinh,Proper Noun,北 = bắc + 京 = kinh
1087,HSK 3,卖,Sell / Betray,Bán,Verb,Mua=mua + mũ=tháp
1088,HSK 3,南,South,Nam,Noun/Adj,Nam=nam + phương=phương
1089,HSK 3,卡,Card / Block / Check,"Thẻ, kẹt, kiểm tra",Noun/Verb,Thượng=thượng + hạ=hạ
1090,HSK 3,卫生间,bathroom,Phòng tắm,Noun,"卫 = ㇆ (N/A) + 丨 (line) + 一 (one)
生 = 生 (life)
间 = 门 (gate) + 日 (sun/day)"
1091,HSK 3,历史学家,historian,Nhà sử học,noun,"历史学家 (historian) = 历史 (history) + 学家 (scholar; expert)  
历史 (history) = 历 (experience) + 史 (record)  
历 (experience) = 厂 (cliff) + 力 (strength)  
史 (record) = 口 (mouth) + 中 (center)  
学家 (scholar) = 学 (study) + 家 (expert; home)  
学 (study) = 子 (child) + 冖 (cover)  
家 (home; expert) = 宀 (roof) + 豕 (pig)"
1092,HSK 3,原来的,old,Cũ,adjective,"原来的 (old) = 原来 (original, former) + 的 (attributive particle)
原来 (originally) = 原 (origin) + 来 (come)"
1093,HSK 3,双人床,double bed,Giường đôi,Noun,"双 = 双 (N/A)
人 = 人 (human)
床 = 广 (house on cliff) + 木 (tree)"
1094,HSK 3,发现,Discover / Find,Phát hiện,Verb/Noun,发 = phát ra + 现 = xuất hiện
1095,HSK 3,口,Mouth / Opening / Entrance,"Miệng, lối vào",Noun,Khẩu=miệng
1096,HSK 3,古,Ancient / Old,"Cổ, xưa",Adj,十 + 口 = cổ đại
1097,HSK 3,只要,provided,Miễn là,Conjunction,"只 = 口 (mouth) + 八 (eight/divide)
要 = 覀 (west) + 女 (woman)"
1098,HSK 3,可,Can / May / Worth,"Có thể, đáng",Verb/Adv,Khả năng=khả năng + khẩu=miệng
1099,HSK 3,可是,However,Tuy nhiên,Conjunction,"可 = 口 (mouth) + 丁 (nail)
 是 = 日 (sun) + 正 (correct)"
1100,HSK 3,可能,Possible / Maybe,"Có thể, có lẽ",Adj/Adv,Có thể=có thể + năng=năng lực
1101,HSK 3,吗,(Question particle),"Phải không, ạ",Particle,Khẩu=miệng + mã=ngựa
1102,HSK 3,听起来,sound,Âm thanh, verb,"听 = 口 (mouth) + 斤 (axe 
起 = 走 (run) + 己 (oneself)
来 = 木 (tree) + 一 (one) + 丷 (eight/divide)"
1103,HSK 3,告诉,Tell / Inform,"Nói cho, bảo",Verb/Noun,讠 = ngôn ngữ + 告 = báo cáo
1104,HSK 3,呢,(Particle: inquiry / tone),"Nhỉ, vậy",Particle,Khẩu=miệng + ni=ni
1105,HSK 3,呼,Call / Shout / Breathe,"Gọi, hô, thở",Verb/Noun,Khẩu=miệng + hồ=như
1106,HSK 3,哥哥,Elder brother,Anh trai,Noun,可 = thể + 可 = thể
1107,HSK 3,哪,Which / Where,"Nào, đâu",Pron,Khẩu=miệng + na=na
1108,HSK 3,回,Return / Go Back / Answer,"Quay lại, trả lời",Verb/Noun,Vòng=bao quanh + khẩu=miệng
1109,HSK 3,因为,because,Bởi vì,preposition,"因 = 囗 (enclosure) + 大 (big)
为 = 力 (power/force) + ⺀ (dot)"
1110,HSK 3,国家,Country / Nation,Quốc gia,Noun,国 = nước + 家 = nhà
1111,HSK 3,国际,International,Quốc tế,Adj/Noun,国 = nước + 际 = ranh giới
1112,HSK 3,地,Land / Ground / (adverb particle),"Đất, địa, đuôi trạng từ",Noun/Particle,土 =đất + 也 = cũng
1113,HSK 3,场,Place / Site / Venue,"Chỗ, sân, trường",Noun/Measure,土 =đất + 昜 = mở
1114,HSK 3,坏,Bad / Broken / Spoil,"Xấu, hỏng, làm hỏng",Adj/Verb,Thổ=đất + bất=không
1115,HSK 3,坚持,Insist / Persist,Kiên trì,Verb/Noun,Tay=tay + chùa=chùa
1116,HSK 3,城,City / Town,"Thành phố, thành lũy",Noun,土 = tường + 成 = hoàn thành
1117,HSK 3,堵车,traffic jam,Kẹt xe,Separable verbs,"堵 = 土 (earth) + 耂 (old) + 日 (sun/day)
车 = 车 (car)"
1118,HSK 3,够,Enough / Sufficient / Quite,"Đủ, đủ rồi",Adj/Adv,夕 = buổi tối + 多 = nhiều
1119,HSK 3,大使馆,embassy,Đại sứ quán,noun,"大使馆 (embassy) = 大使 (ambassador) + 馆 (building)  
大使 (ambassador) = 大 (big) + 使 (messenger)  
使 (messenger) = 亻 (person) + 吏 (official)  
馆 (building) = 饣 (food) + 官 (official)"
1120,HSK 3,太极拳,a martial art,Võ thuật,Noun,"太 = 大 (big) + 丶 (dot)
极 = 木 (tree) + ㇎ (N/A) + 丿 (bend) + ㇏ (N/A)
拳 = 二 (two) + 丨 (line) + 丷 (eight/divide) + 八 (eight/divide) + 手 (hand)"
1121,HSK 3,夫人,Madam / Wife,"Phu nhân, vợ",Noun,夫 = chồng + 人 = người
1122,HSK 3,奥运会,Olympic Games,Thế vận hội,noun,"奥林匹克运动会 (Olympic Games) = 奥林匹克 (Olympics) + 运动会 (sports meeting)  
奥 (Olympic; profound) = 宀 (roof) + 米 (rice) + 大 (big)  
林 (forest) = 木 (tree) + 木 (tree)  
匹 (match) = 匚 (box) + 儿 (legs)  
克 (overcome) = 十 (ten) + 口 (mouth) + 儿 (legs)  
运动会 (sports meeting) = 运 (move) + 动 (motion) + 会 (meeting)  
运 (move) = 辶 (walk) + 云 (cloud)  
动 (motion) = 云 (move) + 力 (strength)  
会 (meeting) = 人 (person) + 云 (gather)"
1123,HSK 3,如果,if,Nếu,Conjunction,"如 = 女 (woman) + 口 (mouth)
果 = 田 (field) + 木 (tree)"
1124,HSK 3,妈,Mom / Mother,Mẹ,Noun,Nữ=nữ + mã=ngựa
1125,HSK 3,妹妹,Younger Sister,Em gái,Noun,Nữ=nữ + vị=vị
1126,HSK 3,姐姐,Elder Sister,Chị gái,Noun,Nữ=nữ + tỷ=chị
1127,HSK 3,定,Decide / Fix / Calm,"Quyết định, cố định",Verb/Adj,宀 = mái nhà + 正 =đúng
1128,HSK 3,客,Guest / Visitor / Customer,"Khách, khách hàng",Noun,Bảo tàng=bảo tàng + các=mỗi
1129,HSK 3,宽,Wide / Broad / Loose,"Rộng, rộng lượng",Adj,Mái nhà=mái nhà + tiễn=tiễn
1130,HSK 3,宾馆,Hotel,Khách sạn,Noun,宾 = khách + 馆 = nhà
